accountid,customer,date_opened,interest_rate,last_transaction_date,transaction_amount
8434685278,179,2/4/2002,9.04,5/18/2003,9018.89
5982659273,10,11/16/2009,6.38,12/18/2002,8706
7905112934,107,5/26/2000,2.49,11/24/2019,8712.99
3610647029,188,5/9/2019,7.31,10/5/2016,2292.91
7285184315,96,9/16/2017,1.58,2/22/2020,2005.13
6222122275,2,12/27/2018,4.61,8/21/2010,7661.06
8526988051,32,6/17/2010,1.17,2/18/2001,7442.04
4145193627,60,11/24/2014,4.05,11/19/2002,1765.94
3647468452,83,5/4/2015,2.56,4/8/2019,2935.64
9172602145,39,3/26/2014,8.5,3/3/2018,4609.44
2556837247,81,9/28/2000,3.2,9/1/2000,5144.3
3282004023,58,10/17/2014,0.08,12/10/2016,6909.04
9426245912,139,7/13/2008,6.91,11/20/2002,9510.35
5532115866,103,9/18/2018,7.44,5/4/2020,8374.95
6329939624,177,1/6/2013,5.4,1/20/2004,9084.09
7465752430,100,3/16/2008,7.74,6/6/2021,6166.17
3576859419,139,1/6/2007,1.44,10/17/2016,5426.76
4946190510,96,3/4/2007,3.12,9/27/2020,5494.53
2405998494,82,1/7/2015,0.68,4/30/2015,3949.35
1885290012,53,7/10/2015,7.04,8/18/2010,6334.97
5675733051,34,3/24/2017,0.62,7/3/2014,1819.92
8248254119,80,7/5/2006,4.02,8/24/2005,2478.9
2822073309,51,5/26/2021,8.3,11/2/2008,3581.84
1089330435,171,3/5/2022,0.14,10/23/2015,3811.44
6554233995,182,10/6/2000,2.44,1/21/2018,175.35
8234602294,183,1/7/2019,1.92,4/18/2003,5478.7
1040219962,173,3/31/2009,0.63,12/9/2018,754.29
9671540650,162,10/2/2012,8.53,11/25/2007,8403.84
8640945559,28,3/30/2009,5.19,4/6/2010,9517.5
9225751562,174,5/6/2008,2.4,3/13/2003,7820.92
6487165389,194,9/21/2004,6.88,6/3/2022,5467.31
8943744897,179,3/30/2004,2.33,1/6/2005,5870.74
2192724420,91,2/8/2014,8.55,3/25/2021,2229.65
5437432094,24,11/27/2013,9.35,11/16/2003,301.24
5826060628,177,5/16/2011,5.24,10/25/2016,4117.64
5884204481,54,5/15/2018,9.12,9/29/2011,5057.88
1233850747,155,5/16/2005,6.47,1/24/2022,1732.47
5605052512,193,7/1/2006,2.64,4/18/2013,394.03
3867697728,6,8/8/2008,8.88,1/13/2006,9482.16
5709591217,77,9/29/2019,9.89,11/23/2003,5242.77
2281748328,196,2/5/2011,3,3/14/2005,5259.13
7230953892,54,5/26/2019,8.51,4/18/2014,3373.99
1316030390,83,2/26/2018,0.2,8/9/2009,2434.04
3892376647,50,1/15/2021,2.55,1/24/2021,6854.68
6154015108,39,5/5/2017,2.71,1/31/2015,2696.21
8340832991,32,10/28/2001,9.97,10/20/2020,3668.41
2962509661,164,7/20/2020,2.16,6/12/2022,2694.2
4158563433,183,11/8/2008,3.39,8/19/2014,6373.37
4021352955,98,11/3/2002,1.27,12/29/2012,2529.43
5739084136,145,1/23/2015,5.99,5/5/2009,8942.14
4466534170,173,8/21/2022,3.69,4/6/2003,6346.28
8087277311,112,3/7/2014,3.99,1/25/2013,6053.3
4605028458,135,10/22/2014,4.01,4/21/2006,6710
5442680555,161,5/30/2017,6.3,11/27/2014,3680.28
5692111373,74,4/17/2012,3.2,1/1/2014,1965.88
3713146923,21,12/25/2016,4.49,10/14/2014,4633.49
5832528008,17,3/8/2019,7.38,12/3/2008,5814.59
2094251253,23,11/25/2002,7.1,1/9/2002,490.39
3975528370,24,6/21/2016,0.48,2/6/2019,1881.32
3585616904,125,3/12/2017,8,9/18/2006,1641.53
7593940596,40,8/25/2022,3.98,12/3/2020,4007.74
5567929873,168,5/4/2022,5.81,11/8/2017,1400.23
8084177738,150,8/25/2000,7.02,1/7/2018,9758.79
3269639633,24,8/3/2002,4.6,11/17/2004,5468.65
9912531982,28,10/12/2005,6.7,7/12/2001,1275.41
2784593779,21,9/26/2001,6.66,3/15/2014,9965.64
4027411386,146,1/6/2022,0.74,9/22/2003,2314.3
7744623298,66,6/23/2001,7.92,11/18/2003,9826.52
5944972272,77,11/10/2015,2.82,8/4/2010,774.7
1040789983,112,3/5/2006,4.75,5/28/2002,9586.7
2655068043,152,4/21/2002,1.74,12/31/2019,5607.1
1679746617,62,11/15/2000,7.97,4/1/2007,8505.39
7548157163,59,12/11/2001,1.19,12/12/2019,1969.26
3659750194,132,6/24/2009,6.78,7/22/2010,4399.15
7053289612,60,3/22/2020,5.56,12/14/2004,7437.07
3155358925,99,2/15/2001,5.79,11/26/2022,4529.74
3255391033,59,3/18/2020,2.99,5/20/2008,7221.05
3265813046,37,4/11/2001,7.4,9/6/2017,1268.63
1273689500,145,5/18/2017,7.11,6/21/2017,5178.39
7640929754,24,6/22/2002,5.53,1/26/2016,4546.08
4249140138,118,9/13/2013,2.49,11/12/2021,5855.47
9880469839,84,1/19/2018,6.03,10/19/2005,2544.97
5460263498,88,9/28/2000,5.25,10/1/2000,1264.67
9484102934,87,5/19/2010,9.24,9/16/2010,6327.14
3169434725,104,8/1/2008,3.92,6/14/2004,8079.45
4104585790,13,12/11/2012,5.54,3/16/2018,1792.04
9740660700,121,12/16/2011,7.73,8/22/2011,1170.95
3277246857,71,11/28/2018,2.8,10/19/2009,1943.66
5535342581,140,3/24/2009,6.1,4/17/2021,9070.08
2098851340,137,2/16/2002,4.17,10/14/2001,6013.79
6087716310,129,7/19/2012,1.73,11/29/2005,8830.11
3670627504,183,9/9/2005,2.42,6/22/2018,6647.65
8214135098,157,8/9/2005,3,12/9/2020,8872.76
1223812920,163,11/15/2014,3.13,9/30/2019,6428.54
8464820774,167,4/15/2000,9.94,3/1/2008,879.56
9822181248,7,10/6/2000,5.18,5/17/2015,8619.04
8301763853,56,6/10/2022,0.31,9/25/2001,2176.19
9126314322,146,9/8/2019,0.73,6/12/2019,761.4
4704481956,1,3/21/2006,0.6,4/19/2012,4996.43
2069540579,47,11/27/2013,5.75,5/26/2009,4115.83
6689711299,160,12/31/2000,9.34,5/23/2009,3602.57
3686257208,110,3/16/2022,3.24,3/13/2011,7018.03
1859316452,119,6/3/2013,6.88,6/29/2019,8368.48
6903671004,67,6/14/2005,5.67,8/31/2021,9271.06
6534996619,26,1/3/2017,5.81,1/16/2017,1514.12
5661832492,103,11/21/2019,4.79,4/11/2007,7563.01
8902878367,183,5/20/2019,8.73,9/21/2013,4993.54
7039968555,3,4/14/2011,4.7,8/31/2003,9430.95
2722573037,123,3/1/2019,5.23,12/9/2000,639.85
2762315379,98,11/5/2001,4.13,12/5/2020,1768.38
2948549348,95,11/26/2002,2.59,1/13/2011,8857.1
5764945637,178,8/14/2019,1.47,12/7/2001,1971.28
8569140100,80,8/2/2013,3.93,4/5/2006,3758.07
3652353266,83,9/3/2004,8.25,1/17/2014,4553.83
4238665180,139,2/15/2012,4.64,11/28/2005,1459.92
9413427269,72,3/17/2020,0.34,1/14/2008,8722.16
6242824204,2,1/9/2021,6.15,6/15/2017,1051.1
4919951219,179,2/26/2007,1.58,7/14/2002,9232.45
7540486004,189,4/17/2013,5.82,4/22/2015,3313.09
1421231878,132,7/10/2011,2.5,10/1/2005,8902.69
2590911583,162,3/26/2007,3.9,9/7/2006,4650.28
8437219656,60,4/24/2004,5.28,1/26/2010,478.91
2363815965,124,5/14/2001,7.19,2/27/2019,6638.93
2101776644,160,7/2/2020,2.83,5/26/2016,7200.05
9704217789,44,3/26/2005,8.87,2/20/2015,2059.32
9427414820,64,7/3/2007,4.35,5/14/2019,5254.1
7591803212,78,11/13/2006,6.68,8/26/2003,498.51
5406916972,86,12/30/2012,1.47,4/13/2015,719.92
9003374537,71,11/24/2017,4.56,10/19/2006,4586.73
6526138176,130,5/9/2007,3.14,5/12/2021,4616.44
8834370577,137,5/4/2003,6.73,4/10/2014,3731.18
2244783057,3,9/7/2008,5.62,11/16/2013,579.38
4171739385,179,4/25/2003,4.94,10/8/2019,9899.19
6200697646,75,3/22/2002,5.38,3/12/2019,3006.88
9007341184,41,4/6/2019,0.34,7/27/2011,5567.33
6743328986,28,10/28/2020,9.94,5/12/2014,9826.7
7152663586,73,4/19/2002,7.95,4/8/2007,4770.53
7996280954,101,11/7/2008,0.57,7/11/2019,8378.34
2292170475,19,6/11/2002,7.77,9/8/2004,7923.16
2564701963,173,4/23/2000,2.97,7/11/2017,2809.91
8016107977,47,6/22/2002,2.91,8/13/2010,7899.11
5424947138,124,10/22/2020,4.44,10/15/2015,7493.05
1113652042,90,5/25/2001,1.61,7/15/2007,980.84
1459748427,27,4/13/2006,6.08,9/19/2020,7451.82
2715598248,124,4/22/2001,0.69,12/3/2000,4081.95
6097364830,136,7/23/2016,1.83,6/2/2006,8948.2
2596529974,77,5/9/2013,7.17,11/12/2019,2321.81
4382630570,74,1/28/2020,8.15,3/2/2020,5018.48
8696350205,5,9/26/2018,8.74,8/2/2002,9525.65
8960152846,98,2/24/2006,9.61,7/8/2009,9302.83
9190615079,31,8/16/2003,1.69,11/23/2009,5275.26
9178617201,45,9/18/2008,9.97,12/27/2013,5958.44
7091829428,125,8/22/2022,2.91,11/5/2020,2653.74
2701385405,50,9/12/2009,5.89,8/4/2009,8368.1
7248382763,4,6/26/2003,2.27,4/12/2014,3708.73
5656381503,18,6/15/2000,4,1/3/2006,3414.68
2480638044,53,6/15/2016,6.78,7/3/2010,7027.67
1330060828,5,8/2/2022,2.88,7/11/2001,1409.88
5187079141,165,8/10/2010,2.41,3/19/2018,4620.94
1382235952,108,9/28/2015,1.61,7/27/2011,7969.07
7172351154,42,3/27/2013,7.31,6/7/2012,9534.51
2575506659,9,1/13/2022,7.35,12/14/2012,2330.17
4918997034,163,9/19/2004,7,8/20/2015,9959.54
4855545736,47,7/30/2007,1.18,9/16/2008,7983.31
9220014294,159,6/21/2014,7.83,12/13/2012,4816.89
6364720679,111,5/9/2002,0.63,2/13/2013,3019.97
2159810745,28,9/1/2002,6.29,7/2/2003,397.3
6084139132,58,5/22/2011,4.19,8/10/2002,7118.22
1326509803,89,4/12/2017,3.96,1/4/2013,546.92
7207544630,38,1/23/2001,1.53,4/14/2015,2458.13
7516260022,55,11/18/2008,2.73,8/25/2019,6571.31
9710337358,135,3/1/2005,7.44,6/20/2003,9245.73
3213568299,26,6/11/2000,5.64,4/30/2020,6126.05
7033008842,142,12/30/2004,8.7,5/6/2022,7439.21
2005948834,46,5/25/2017,9.91,10/25/2009,8253.31
2314667994,166,9/9/2000,5.76,2/9/2001,4836.15
7839379506,139,5/30/2002,0.42,9/28/2019,9469.53
1960502648,171,9/27/2006,9.6,4/13/2018,2520.08
1351158016,196,9/11/2022,6.93,5/19/2009,5469.62
7491770792,182,8/26/2021,3.89,9/25/2014,1653.13
6308493155,185,4/23/2015,6.75,5/9/2008,6607.95
9704470760,135,6/15/2022,7.41,11/21/2015,8512.63
3729571174,183,12/27/2013,1.57,3/6/2010,4453.24
9936705746,83,9/21/2000,5.38,2/26/2017,4613.24
5623317198,175,5/30/2004,2.83,3/17/2021,7060.09
5727401559,21,3/4/2009,2.22,5/20/2012,2881.93
1665316247,51,1/27/2005,7.38,12/20/2009,5590.21
9225615919,102,7/23/2016,2.88,3/20/2015,7477.47
2880761409,186,12/15/2008,7.78,6/27/2000,9068.69
1869951489,194,6/7/2000,5.42,3/29/2006,1895.58
2895638426,25,7/16/2003,6.21,12/28/2021,3263.15
7538720928,139,2/2/2013,6.25,1/18/2003,8913.15
1718899538,45,7/5/2010,9.64,4/8/2009,3722.43
1360251839,183,9/24/2022,0.68,4/3/2001,9554.92
3760871537,78,6/26/2022,0.28,12/21/2012,5955.35
3286834268,120,7/6/2013,7.63,9/25/2014,4561.56
7574530563,172,1/10/2005,9.03,3/18/2009,1709.7
6825585439,37,6/19/2022,8.66,5/20/2006,8108.64
1823859737,39,10/30/2018,4.17,7/28/2016,6952.65
9360032042,113,5/20/2005,5.21,1/4/2013,2455.73
1167211685,166,4/3/2006,6.23,12/17/2006,5861.25
1012291819,80,9/25/2017,8.8,9/25/2022,1509.28
5031005761,46,11/23/2004,8.77,10/12/2001,2785.05
7125022325,137,10/6/2011,4.78,3/4/2015,626.47
2534498931,80,8/17/2007,3.4,1/31/2011,7928.15
3711633277,38,11/1/2008,5.22,1/27/2014,7774.3
3535196664,56,11/26/2013,6.18,3/20/2004,627.58
4438939454,50,6/7/2011,4.85,10/25/2008,8423.83
9609857178,188,5/10/2006,8.52,7/12/2002,5165.57
1488409212,169,3/21/2005,7.4,11/1/2006,6138.86
9636721396,197,11/3/2004,9.65,8/22/2007,8003.58
2043326716,6,8/26/2002,6.25,11/19/2016,4835.7
7370485194,59,6/15/2022,8.53,4/11/2022,8168.63
9518312985,118,2/14/2017,8.96,5/22/2018,8677.49
8642647872,133,5/14/2008,2.64,9/6/2014,8307.55
5757413236,141,10/4/2021,9.18,4/10/2014,8293.14
6347646177,141,3/5/2002,0.66,5/20/2018,4400.53
7548072835,127,6/11/2009,3.63,2/2/2010,3215.18
3376373489,154,1/7/2014,8.94,9/24/2009,9803.46
9775131736,37,12/16/2017,0.06,3/28/2001,7769.83
4137816153,181,8/26/2014,2.91,9/6/2001,5407.77
7725281009,34,1/28/2021,8.72,5/27/2008,8098.04
4167241780,80,12/28/2008,7.46,2/10/2001,6925.63
3469574097,1,3/13/2004,2.68,2/1/2009,7336.8
1295006405,21,3/24/2009,2.46,6/29/2011,1947.34
7522151606,114,10/23/2004,2.89,11/26/2007,2025.23
1514260302,54,8/10/2008,6.1,4/25/2003,3740.92
3699739278,114,8/21/2014,8.64,6/13/2013,9899.56
2392733816,113,1/5/2020,1.58,1/11/2022,6510.14
7584300208,50,10/13/2007,8.64,9/19/2001,4084.37
7182306548,68,7/21/2008,2.27,8/18/2006,491.51
5532231099,46,5/26/2020,6.82,1/16/2020,1251.3
8526452313,127,4/21/2008,0.99,4/14/2020,3130.08
8783030538,174,10/28/2021,9.29,9/6/2014,9484.29
4589850278,17,12/27/2005,5.28,2/5/2021,4063.99
7935993754,35,2/7/2006,5.23,2/1/2005,9023.79
4396776200,111,6/26/2014,6.85,5/17/2005,5563.87
3100749951,27,10/2/2008,3.05,6/15/2002,9556.68
3907976263,112,12/27/2019,3.66,1/4/2011,1593.22
6867529334,171,10/8/2003,7.94,10/24/2006,8161.71
5372131427,20,2/28/2014,2.73,9/18/2022,3266.24
6592231058,86,7/31/2017,4.94,9/30/2001,6287.77
7142172109,39,8/24/2016,9.31,5/11/2021,4616.12
8116752329,2,9/8/2020,7.72,8/27/2013,9536.61
7050832955,157,10/1/2004,0.38,1/23/2019,6676.71
3824229706,181,11/13/2005,3.07,7/31/2011,1865.68
8560865929,71,8/19/2021,5.71,4/27/2009,5212.02
2473389503,6,3/21/2015,2.5,9/27/2004,1177.48
5372367834,44,7/9/2009,5.81,3/19/2011,6574.47
2639277763,43,11/2/2010,5.92,12/11/2005,1865.41
5579822882,122,7/18/2009,1.6,4/26/2014,1538.03
4755385206,163,4/22/2007,3.73,5/8/2011,7641.07
1589024804,181,9/2/2000,7.26,12/19/2010,9483.9
6021548269,94,8/28/2010,8.9,2/27/2022,6877.51
7764873402,10,2/2/2005,6.11,12/3/2005,6276.23
4494560554,50,1/29/2014,8.51,7/12/2021,6625.14
3859298313,131,7/8/2003,5.41,11/9/2006,4281.6
9507148235,108,11/20/2011,0.17,12/19/2006,1439.04
4023010981,36,8/11/2000,1.7,2/26/2018,5277.45
5160910008,93,8/29/2007,4.92,2/16/2009,4802.12
1309941553,30,3/24/2013,4.61,3/15/2007,444.73
3095820716,28,2/21/2006,8.68,2/6/2014,9248.71
8734921676,98,9/14/2012,9.25,6/29/2008,2458.41
1133997206,150,1/6/2015,0.17,4/28/2003,3180.33
7000742269,3,11/3/2005,0.27,10/14/2011,6194.04
7765572119,81,2/26/2009,4.48,12/16/2015,2200.63
1829767726,144,8/8/2022,8.57,10/24/2015,430.98
8139186893,26,12/4/2003,5.7,4/12/2007,4596.17
4114481728,53,11/8/2009,8.44,11/3/2004,5675.96
2507771672,60,3/31/2012,0.57,12/6/2005,3754.75
3953165600,123,4/25/2000,2.39,2/7/2014,6880.98
8176079643,61,11/1/2021,8.55,7/17/2002,3838.33
7612491466,111,1/9/2002,6.45,10/18/2001,3232.56
4050676074,34,3/18/2015,7.76,8/31/2000,4759.15
9271023451,21,4/4/2006,9.64,9/28/2010,1469.71
3395825027,73,3/14/2011,1.48,4/29/2003,9430.29
4018251750,115,5/18/2007,3.83,4/9/2003,1839.93
6069538456,50,7/8/2013,6.48,9/12/2012,444.96
8263340449,87,6/14/2009,3.09,10/23/2001,2424.67
4441560114,85,9/11/2007,7.72,10/5/2016,5715.51
9073924194,142,6/27/2015,6.28,3/15/2000,7615.39
7196025428,13,8/18/2018,4.03,4/27/2002,1440.6
6120900534,191,7/9/2011,3.73,10/16/2001,7155.19
2470668255,128,12/26/2022,2.74,8/3/2004,6727.14
3423258480,99,10/31/2007,7.12,2/16/2007,3304.53
9359060015,44,4/20/2007,5.05,9/11/2008,7857.22
3456668226,183,7/27/2013,6.22,12/29/2016,822.56
6910632572,172,11/24/2005,8.68,4/26/2020,2323.13
5584132090,96,12/20/2003,1.43,1/11/2018,7146.15
8415764050,1,6/2/2016,7.63,2/5/2013,7630.08
9106965811,163,6/2/2019,2.85,10/12/2014,8715.88
6821607686,118,4/11/2020,2.84,2/23/2001,8306.48
8974144923,37,2/1/2003,4.39,4/19/2005,5865.88
5696845321,36,7/3/2017,5.58,6/12/2014,8548.57
7705521171,47,1/22/2002,8.39,7/30/2003,9385.65
3653733907,29,5/10/2000,8.62,8/22/2014,4630.4
2525117540,63,3/17/2000,2.97,5/27/2007,5041.52
4391104450,124,2/15/2019,2.18,5/2/2015,8991.5
8953078283,124,2/7/2001,5.39,8/19/2017,7671.91
4885018003,77,4/5/2019,3.91,1/3/2012,3738.44
6013492319,42,11/8/2016,6.25,2/18/2020,8842.67
9428412312,105,12/16/2016,3.77,12/27/2005,6422.3
2595185584,114,11/9/2022,6.13,9/29/2015,3466.44
4962373059,197,9/14/2022,1.14,1/15/2010,3040.48
3434413022,154,8/10/2005,7.75,2/4/2019,1638.26
6819689422,54,8/28/2003,0.03,10/15/2004,1716.31
7898275924,30,2/14/2019,2.8,6/5/2008,8152.36
1942762625,114,5/20/2004,8.79,3/20/2006,2433.23
8649755178,136,12/7/2018,8.49,2/22/2014,5164.62
3181897282,43,6/1/2001,5.59,12/6/2018,4503.56
2543854270,128,9/13/2015,2.77,1/19/2020,1810.36
6867166300,20,5/13/2006,0.25,6/16/2017,8150.31
7059966898,55,1/12/2014,4.38,4/11/2019,9932.99
8363382985,65,12/18/2020,5.96,11/12/2000,5245.13
5064758438,100,4/6/2015,3.13,9/1/2003,8980.54
9572618933,47,12/18/2007,1.16,3/16/2010,3533.27
2347459653,200,12/24/2001,8.1,8/4/2013,2807.2
3516790436,189,6/18/2021,8.33,10/31/2020,3687.63
1988860707,95,6/17/2008,5.15,4/20/2000,3204.81
9579265081,166,6/28/2001,5.43,4/27/2017,3177.9
7091667276,39,1/6/2000,9.31,1/16/2007,4904.19
8188454168,13,1/2/2001,8.22,10/5/2005,7562.5
1629866556,87,4/24/2010,5.86,5/19/2010,7649.93
5937467211,141,6/22/2000,6.01,8/20/2018,8190.58
1987471211,49,11/1/2020,9.75,3/13/2016,9168.99
1254629547,77,7/1/2017,1.44,10/13/2021,6436.89
2400212980,16,1/9/2001,6.55,2/18/2003,7699.63
8541194985,140,10/3/2012,7.97,10/23/2016,5081.39
5944819198,100,12/1/2001,9.85,7/21/2010,4087.5
5545491944,63,3/31/2002,0.63,8/14/2000,737.62
5669806227,181,10/3/2008,3.1,9/28/2006,5974.85
4208763499,7,10/9/2011,8.89,7/11/2014,5942.45
8290593528,41,2/4/2016,1.69,10/8/2006,5868.79
6721506606,130,6/14/2005,5.77,12/11/2018,548.43
1186334400,47,1/30/2000,7.99,5/11/2016,3627.13
3676611864,74,3/1/2010,6.49,10/18/2021,2092.29
8069359976,139,1/14/2010,6.44,7/23/2017,7481.16
1184497788,160,6/28/2011,6.66,5/9/2004,3309.95
5582709254,101,8/23/2005,0.43,3/23/2005,4105.68
2440181892,126,2/19/2000,0.62,12/2/2007,533.32
3252969605,146,5/9/2018,2.72,6/21/2007,874.83
4300773883,46,12/5/2009,9.36,3/1/2002,2618.92
1826476122,116,7/27/2015,3.72,10/23/2000,1586.27
8142108882,58,6/7/2004,8.39,1/18/2006,5771.93
9375652313,86,6/30/2003,5.09,11/25/2008,5034.47
1828432340,161,12/1/2018,9.05,7/11/2016,7263.66
5586141718,178,4/18/2020,5.67,10/19/2008,4996.73
9789488383,160,5/26/2003,3.74,7/11/2004,3292.36
2455919300,83,10/18/2003,3.28,2/29/2000,9971.83
4939324427,45,5/17/2010,5.8,12/25/2015,2221.25
6467743891,122,2/1/2006,4.39,5/25/2016,9656.45
4764036893,39,7/1/2005,5.33,7/24/2006,2416.81
5849048257,47,11/3/2021,7.95,4/21/2019,379.18
7147084990,184,4/24/2005,0.4,10/5/2012,4900.93
6196132539,103,1/13/2012,9.31,5/5/2005,5224.13
2757422256,146,1/25/2003,9.19,4/16/2017,9354.72
9629062539,165,3/9/2011,0.91,6/30/2018,6093.98
1133686177,134,7/24/2014,9.5,5/5/2007,1602.04
2155303625,142,10/7/2018,1.97,8/20/2004,4397.43
6271477561,197,8/9/2017,0.49,8/25/2015,4785.32
6362203958,101,1/9/2003,3.85,8/12/2002,1446.46
2269479063,176,11/3/2021,0.04,10/19/2002,7899.67
4450089441,28,8/14/2012,0.33,4/16/2009,2274.94
6508678055,102,5/28/2010,8.67,2/21/2006,8723.23
3360733320,38,5/22/2021,7.78,12/20/2012,9086.66
4002319886,144,12/25/2008,5.1,8/6/2001,2081.02
6461190721,197,4/28/2003,3.79,5/17/2013,5933.61
6799164323,14,9/21/2017,2.33,7/24/2001,6871.62
2617900991,4,4/10/2008,7.12,3/30/2014,4789.05
5468121565,175,5/9/2000,3.6,12/23/2020,3977.28
6815359835,123,10/29/2000,2.01,9/21/2007,2902.87
6200305001,174,9/27/2005,9.87,6/10/2018,2433.26
3859294946,72,9/29/2006,5.39,6/8/2018,469.19
8636972923,80,7/23/2022,8.89,7/12/2018,1325.38
5137400804,7,5/17/2009,0.41,8/22/2001,8123.1
9778438585,83,12/31/2007,1.43,1/26/2006,3876.73
9383113955,41,1/1/2014,2.77,3/7/2021,1178.45
6035838802,105,9/28/2011,1.37,4/3/2001,6991.82
8363121494,40,3/16/2007,0.7,1/16/2019,2563.03
5307407792,105,4/9/2020,8.06,7/1/2018,1501.44
2327741473,186,4/26/2007,5.57,11/10/2016,4955.68
2323155531,2,11/3/2006,0.35,12/5/2016,7162.31
9942007049,200,9/8/2021,4.74,12/20/2021,4993.44
5478844197,102,2/6/2014,0.99,8/26/2008,8666
6626620648,156,7/19/2008,1.06,6/9/2007,4031.37
6313747948,30,12/23/2003,5.16,10/3/2021,7519.18
1209798715,45,6/4/2015,4.39,8/12/2019,9231.41
7247635795,149,11/18/2010,0.56,1/1/2001,4351.34
5502572992,33,11/18/2012,5.48,9/21/2018,9629.05
4656086326,164,2/20/2022,5.72,9/17/2018,7968.7
3709721080,130,4/3/2019,1.22,4/4/2015,6376.4
2209112602,188,1/16/2016,9.72,6/3/2022,1491.04
5966833428,143,10/8/2007,7.44,4/24/2018,4324.31
9495740486,4,5/9/2018,7.07,11/15/2019,3261.83
8028812660,148,1/13/2009,6.75,4/9/2004,7717.91
9364216092,44,7/12/2001,8.94,4/2/2007,2882.06
6577509804,129,2/15/2008,9.45,3/12/2011,5092.43
5285811318,98,2/8/2019,4.37,1/25/2000,7966.49
6605938409,115,6/1/2007,9.07,11/26/2015,1658.68
8719225755,172,3/12/2012,2.1,2/12/2010,6398.04
4341548265,196,6/20/2006,9.57,5/24/2013,7721.77
4955748369,160,11/13/2022,9.92,4/3/2017,5336.29
4965447100,142,2/28/2009,2.17,2/13/2001,2399.83
3949730197,144,6/30/2018,4.61,8/12/2014,2731.61
5099189015,70,12/22/2021,4.78,5/31/2013,6216.2
1739571680,53,9/3/2006,8.02,8/17/2006,6100.66
1129870820,65,1/1/2019,2.27,6/24/2020,8239.68
1425562802,37,7/24/2005,2.41,5/2/2000,2906.82
3025412693,161,6/3/2008,9.32,6/21/2014,9125.08
7125971484,122,5/21/2017,0.79,5/13/2019,4738.01
2731286595,58,11/17/2020,4.87,2/19/2013,8290
3208373962,52,10/23/2020,5.77,5/11/2002,4995.33
7504348723,111,7/22/2013,8.2,1/3/2003,4386.21
2705763483,132,12/18/2018,6.03,2/8/2005,9622.2
8588453791,65,9/9/2012,1.65,2/21/2022,7843.51
8447718152,169,3/11/2011,2.38,4/24/2022,7653.53
5017625829,66,9/4/2011,1.32,10/10/2020,2388.02
3306051311,88,12/22/2000,4.78,11/1/2000,1871.72
7765057078,148,8/6/2015,5.09,11/21/2009,5701.8
9831471275,180,1/10/2008,5.55,8/24/2011,9762.4
4809316092,22,2/14/2006,4.32,8/25/2014,2417.46
2925614950,6,5/4/2012,6.59,7/28/2001,5172.38
3661847338,183,8/19/2007,9.59,7/28/2002,5737.23
6340232549,141,12/26/2020,4.18,2/26/2010,3966.74
6265360712,161,7/2/2007,5.86,7/22/2017,8005.4
7491887727,168,8/18/2008,9.88,6/15/2021,2582.12
5951893759,63,4/13/2014,7.38,3/11/2020,8739.92
1727911597,128,5/8/2010,5.55,5/27/2003,7544.76
1207024902,89,3/18/2006,6.24,6/27/2002,5040.46
9347222236,159,8/4/2010,2.32,11/3/2003,6214.73
7717576958,169,12/25/2010,3.68,7/6/2022,2321.71
1395012860,144,12/23/2006,0.04,12/23/2006,9216.84
8081383686,108,2/7/2007,7.66,1/22/2002,1890.46
9667259478,97,1/20/2007,1.52,8/6/2012,870.18
8480793537,115,9/8/2022,4.88,9/30/2021,941.57
9163638522,119,2/4/2020,1.88,10/10/2002,6134.49
8050951800,76,4/27/2021,5.68,4/3/2015,6714.36
6394970363,81,9/8/2009,4.64,10/9/2012,8306.66
6060912301,152,4/23/2006,6.39,12/12/2001,2345.42
9698318701,144,4/19/2010,3.05,9/8/2012,10.16
1330522671,130,11/19/2003,4.99,4/4/2005,1705.48
6332503827,6,3/30/2021,8.64,12/19/2006,3653.08
5326056547,82,1/2/2018,1.63,1/15/2004,9670.02
6122994565,188,5/12/2000,0,6/22/2000,3991.65
2262624937,16,7/24/2004,7.65,2/24/2011,2717.16
7482280197,110,11/22/2007,9.43,6/21/2003,759.18
2955352716,124,4/27/2000,3,1/19/2020,1676.34
5334949186,188,2/23/2010,2.12,12/23/2000,8077.4
3956949960,40,6/25/2001,0.57,11/8/2008,6098.74
6645291162,180,7/5/2002,5.47,8/3/2017,125.82
3385601779,9,11/12/2016,8.43,11/30/2020,1442.14
8791585301,142,1/19/2021,1.69,9/11/2021,7740.22
4887181832,39,10/3/2015,9.08,4/13/2014,3518.62
1680219969,134,3/13/2002,6.33,4/30/2021,149.85
6895006791,150,1/10/2014,8.26,12/2/2015,6882.99
7948928914,32,4/9/2015,6.03,10/21/2014,8989.49
9316768858,124,6/9/2020,0.77,5/29/2009,3750.48
4207370206,55,4/21/2009,4.88,8/3/2020,9980.34
4448341820,184,12/5/2001,3.49,6/18/2022,1791.25
7952649063,88,3/2/2017,4.69,4/21/2022,3984.9
6915172845,164,6/11/2006,0.36,11/23/2015,787.51
6348082071,74,3/15/2021,4.53,6/10/2022,522.52
6724767543,130,9/10/2012,7.81,3/30/2021,3118.98
2216506460,36,9/14/2019,3.61,5/23/2015,818.76
1625616837,172,3/17/2004,6.53,7/9/2021,6328.65
9022910478,7,5/24/2000,4.09,6/5/2020,9179.86
6429925458,119,6/18/2019,0.66,11/1/2021,3839.44
